BORONAME,TYPE,PROVIDER,LAT,LON,LOCATION_T,CITY,BOROCODE
Bronx,Free,Transit Wireless,40.810476,-73.926138,Subway Station,Bronx,2
Bronx,Free,Transit Wireless,40.813224,-73.929849,Subway Station,Bronx,2
Bronx,Free,Transit Wireless,40.81841,-73.926718,Subway Station,Bronx,2
Bronx,Free,Transit Wireless,40.818375,-73.927351,Subway Station,Bronx,2
Manhattan,Free,Transit Wireless,40.737826,-74.000201,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.740893,-74.00169,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.737335,-73.996786,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.738228,-73.996209,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.74104,-73.997871,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.744081,-73.995657,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.745906,-73.998041,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.741303,-73.989344,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.742878,-73.992821,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.739864,-73.986599,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.747215,-73.993365,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.745494,-73.988691,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.74307,-73.984264,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.746081,-73.982076,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.749567,-73.98795,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.749719,-73.987823,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.754222,-73.984569,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.757308,-73.989735,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.758663,-73.981329,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.759901,-73.984139,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.761728,-73.983849,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.763971,-73.977451,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.764664,-73.980658,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.768247,-73.981929,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.768296,-73.981736,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.760167,-73.975224,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.764811,-73.973347,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.753821,-73.981963,Subway Station,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.801498,-73.961082,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.725004,-73.987039,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.76036,-73.961663,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.776918,-73.96154,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.770517,-73.966604,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.766736,-73.969308,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.787079,-73.971881,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.792703,-73.971487,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.777377,-73.978444,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.721773,-73.989421,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.729963,-73.983281,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.764821,-73.970303,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.74276,-73.98642,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.742081,-73.993261,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.752549,-73.966729,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.753661,-73.969649,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.765277,-73.991493,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.744154,-73.97619,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.75154,-73.990365,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.732308,-74.006415,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.800592,-73.961745,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.781861,-73.979137,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.734393,-73.999152,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.756879,-73.963818,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.757701,-73.963213,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.757604,-73.963593,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.738798,-74.005285,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.731593,-74.006408,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.719504,-73.989474,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.786335,-73.972055,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.769749,-73.966763,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.816751,-73.922955,Outdoor Kiosk,Bronx,2
Manhattan,Free,LinkNYC - Citybridge,40.72765,-73.985119,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.800781,-73.946241,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.73654,-73.997156,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.852257,-73.931452,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.84727,-73.935362,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.777606,-73.960947,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.844689,-73.937259,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.802984,-73.967855,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.792035,-73.971979,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.823361,-73.948844,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.749153,-73.991801,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.747904,-73.992745,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.762328,-73.993642,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.768406,-73.989215,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.74351,-73.992508,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.748772,-73.988673,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.77178,-73.982773,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.760474,-73.976099,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.757958,-73.977926,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739409,-73.986712,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.732391,-73.991387,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.729558,-74.002385,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.735187,-73.989871,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.732247,-73.985132,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.730833,-73.983098,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.73296,-73.986173,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.740836,-73.988136,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.744815,-73.994986,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.744114,-73.995892,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.743564,-73.996168,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.748758,-74.006904,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.745448,-73.994537,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.744614,-73.985069,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.731539,-73.983246,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.731219,-73.982827,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.818461,-73.914684,Outdoor Kiosk,Bronx,2
Brooklyn,Free,LinkNYC - Citybridge,40.670647,-73.950352,Outdoor Kiosk,Brooklyn,3
Queens,Free,LinkNYC - Citybridge,40.695256,-73.84284,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.746073,-73.990732,Outdoor Kiosk,New York,1
Staten Island,Limited Free,SPECTRUM,40.575083,-74.081683,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.575748,-74.080677,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.576236,-74.079987,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.576483,-74.079624,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.577222,-74.078581,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.577772,-74.077993,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.578631,-74.076801,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.579581,-74.076359,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.579986,-74.075899,Outdoor,Staten Island,5
Queens,Limited Free,SPECTRUM,40.710818,-73.835528,Indoor,Queens,4
Queens,Limited Free,SPECTRUM,40.709773,-73.835599,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.710688,-73.835515,Outdoor,Queens,4
Brooklyn,Limited Free,SPECTRUM,40.639278,-74.032091,Outdoor,Brooklyn,3
Brooklyn,Limited Free,SPECTRUM,40.639231,-74.031933,Outdoor,Brooklyn,3
Brooklyn,Limited Free,SPECTRUM,40.639292,-74.031896,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.658662,-73.88777,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.658148,-73.88744,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.689633,-73.983165,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.692144,-73.986787,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.688825,-73.982302,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.693069,-73.990089,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.696652,-73.986074,Outdoor,Brooklyn,3
Queens,Limited Free,SPECTRUM,40.720508,-73.884938,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.718224,-73.882524,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.7197,-73.877119,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.685616,-73.852882,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.686245,-73.853854,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.687073,-73.853153,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.686889,-73.854035,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.731675,-73.865607,Indoor,Queens,4
Queens,Limited Free,SPECTRUM,40.732253,-73.865623,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.732686,-73.865119,Outdoor TWC Aerial,Queens,4
Manhattan,Limited Free,SPECTRUM,40.805013,-73.944909,Indoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.80501,-73.944885,Indoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.757418,-73.965084,Indoor,New York,1
Queens,Limited Free,SPECTRUM,40.579986,-73.829855,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.577846,-73.835761,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.577878,-73.835788,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.577898,-73.835601,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.577871,-73.835664,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.596479,-73.744988,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.596374,-73.745389,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.596321,-73.745791,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.596197,-73.746262,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.595714,-73.747247,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.595592,-73.747612,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.687262,-73.769814,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.68716,-73.769815,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.687191,-73.769559,Indoor,Queens,4
Staten Island,Limited Free,SPECTRUM,40.625382,-74.11457,Outdoor TWC Aerial,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.625756,-74.114738,Outdoor TWC Aerial,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.624698,-74.114211,Outdoor TWC Aerial,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.644816,-74.100443,Outdoor TWC Aerial,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.644885,-74.101038,Outdoor TWC Aerial,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.645123,-74.101629,Outdoor TWC Aerial,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.645317,-74.102285,Outdoor TWC Aerial,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.645439,-74.10288,Outdoor TWC Aerial,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.645453,-74.103398,Outdoor TWC Aerial,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.641798,-74.101846,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.641982,-74.101869,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.64382,-74.102404,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.641797,-74.102002,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.641963,-74.102026,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.643782,-74.102245,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.642339,-74.102688,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.643167,-74.102285,Indoor,Staten Island,5
Queens,Limited Free,SPECTRUM,40.602349,-73.751402,Indoor,Queens,4
Staten Island,Limited Free,SPECTRUM,40.627089,-74.077292,Outdoor TWC Aerial,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.62686,-74.075848,Outdoor TWC Aerial,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.626579,-74.076173,Outdoor TWC Aerial,Staten Island,5
Manhattan,Limited Free,SPECTRUM,40.793669,-73.936816,Indoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.793305,-73.936759,Outdoor TWC Aerial,New York,1
Manhattan,Limited Free,SPECTRUM,40.793748,-73.936242,Outdoor TWC Aerial,New York,1
Staten Island,Limited Free,SPECTRUM,40.637317,-74.076763,Outdoor TWC Aerial,Staten Island,5
Manhattan,Limited Free,SPECTRUM,40.729564,-74.005462,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.732142,-73.998629,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.731863,-73.997778,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.731351,-73.99684,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.730975,-73.996079,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.729856,-73.997476,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.730394,-73.998476,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.731844,-73.999042,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.818499,-73.95969,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.82059,-73.95969,Outdoor,New York,1
Queens,Limited Free,SPECTRUM,40.747454,-73.910588,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.747518,-73.910576,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.746238,-73.909415,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.745691,-73.907408,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.746853,-73.90888,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.74745,-73.909532,Outdoor TWC Aerial,Queens,4
Staten Island,Limited Free,SPECTRUM,40.519237,-74.188231,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.518167,-74.189765,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.517283,-74.190996,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.517045,-74.190323,Outdoor,Staten Island,5
Staten Island,Limited Free,SPECTRUM,40.517148,-74.189823,Outdoor,Staten Island,5
Queens,Limited Free,SPECTRUM,40.694095,-73.821334,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.694165,-73.822368,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.695077,-73.822817,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.694624,-73.820593,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.695132,-73.820841,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.70389,-73.785705,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.702982,-73.785122,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.702057,-73.784529,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.702707,-73.783594,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.703373,-73.783924,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.704265,-73.784562,Outdoor TWC Aerial,Queens,4
Brooklyn,Limited Free,ALTICEUSA,40.598257,-74.00014,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.5977,-74.00027,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.597585,-74.001112,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.597176,-74.000282,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.597154,-73.999685,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.597161,-74.001359,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.59815,-74.001135,Outdoor,Brooklyn,3
Bronx,Limited Free,ALTICEUSA,40.87301,-73.871349,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.85398,-73.870472,Outdoor,Bronx,2
Brooklyn,Limited Free,ALTICEUSA,40.657028,-73.903152,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.657213,-73.901808,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.6567,-73.9028,Indoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.6564,-73.9027,Indoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.6561,-73.9025,Indoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.6562,-73.90257,Indoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.6561,-73.90276,Indoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.6521,-73.90286,Indoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.6559,-73.90285,Indoor,Brooklyn,3
Bronx,Limited Free,ALTICEUSA,40.842327,-73.909734,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.841708,-73.909631,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.84112,-73.90548,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.8416,-73.9071,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.84122,-73.90678,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.8377,-73.90848,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.83814,-73.90834,Outdoor,Bronx,2
Brooklyn,Limited Free,ALTICEUSA,40.573739,-73.981894,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573218,-73.981827,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573218,-73.981826,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.574278,-73.981996,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.574582,-73.977901,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.574915,-73.977867,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.574062,-73.977982,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573491,-73.977863,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573527,-73.977563,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573551,-73.977366,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573439,-73.978297,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573432,-73.97851,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573381,-73.978872,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573384,-73.978937,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573428,-73.979853,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.57341,-73.980344,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573276,-73.979855,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573266,-73.980012,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573253,-73.980143,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.573227,-73.980356,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.572784,-73.985629,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.572675,-73.985618,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.572669,-73.985747,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.572664,-73.986039,Outdoor,Brooklyn,3
Bronx,Limited Free,ALTICEUSA,40.83448,-73.897582,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.834623,-73.898171,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.835691,-73.900089,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.83666,-73.894981,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.837117,-73.89331,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.837503,-73.894893,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.837539,-73.893658,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.837704,-73.890376,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.838058,-73.893478,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.838217,-73.893388,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.838988,-73.888714,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.838989,-73.888714,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.839709,-73.887464,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.83971,-73.887757,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.839892,-73.89537,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.840107,-73.895219,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.840526,-73.895168,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.840664,-73.898372,Outdoor,Bronx,2
Brooklyn,Free,LinkNYC - Citybridge,40.703654,-73.942682,Outdoor Kiosk,Brooklyn,3
Manhattan,Free,LinkNYC - Citybridge,40.832749,-73.941887,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.748311,-73.878165,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.822663,-73.949259,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.761507,-73.924218,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.767307,-73.922111,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.80069,-73.961946,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.745756,-73.984529,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.723118,-74.008139,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.72287,-74.00798,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.746966,-73.889705,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.846875,-73.935653,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.694697,-73.847844,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.736639,-73.993282,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.731923,-73.985131,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.747419,-73.993363,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739107,-73.99915,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.744933,-73.991472,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.736165,-73.982291,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.807378,-73.917,Outdoor Kiosk,Bronx,2
Queens,Free,LinkNYC - Citybridge,40.74749,-73.884689,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.758818,-73.918494,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.792379,-73.96801,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.747667,-73.94142,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.730767,-73.982847,Outdoor Kiosk,New York,1
